0.023674828704194406;0.0;0.0;0.0;
0.07096752784268819;0.0;0.0;0.0;
0.15933456891504896;0.007999028845935983;0.0012745218129062515;0.008312617329921492;
0.2087248182535901;0.10272383406775554;0.02144101359610422;0.1398414208256224;
0.2243165255257248;0.25103724355014034;0.05631180225072265;0.36727379518211556;
0.17223536940162115;0.3369138438770147;0.058028480356677736;0.37847022040525036;
0.07078179435390006;0.15397466316296834;0.010898602943712256;0.07108227947488235;
0.04728526979894226;0.09960563327859406;0.004709879243072822;0.030718520013815153;
0.016577332985970434;0.03514197549602817;0.0005825602295824725;0.0037995428647140035;
0.006101964218319563;0.012603777721562862;7.690780067262984e-05;0.0005016039036787166;
